pathID,sequence,distanceAlongPathMetre,elevationMetres,latitude,longitude
10,3066,10,871.94,42.98027,-1.36904
10,3067,10,871.79,42.9802,-1.3691
10,3068,10,871.58,42.98011,-1.36914
10,3069,10,871.4,42.98003,-1.36918
10,3070,10,871.1,42.97994,-1.3692
10,3071,10,871.03,42.97985,-1.36922
10,3072,10,871.24,42.97976,-1.36924
10,3073,10,871.4,42.97967,-1.36927
10,3074,10,871.49,42.97959,-1.36931
10,3075,10,871.44,42.97952,-1.36938
10,3076,10,871.37,42.97944,-1.36945
10,3077,10,871.36,42.97936,-1.36949
10,3078,10,871.34,42.97927,-1.36953
10,3079,10,871.27,42.97919,-1.36957
10,3080,10,870.99,42.97915,-1.36965
10,3081,10,870.46,42.97917,-1.36977
10,3082,10,870.08,42.97919,-1.36989
10,3083,10,870.22,42.97922,-1.37001
10,3084,10,870.4,42.97924,-1.37013
10,3085,10,870.56,42.97927,-1.37024
10,3086,10,870.73,42.97929,-1.37036
10,3087,10,870.91,42.97932,-1.37048
10,3088,10,871.1,42.97934,-1.3706
10,3089,10,871.3,42.97938,-1.37071
10,3090,10,871.52,42.97941,-1.37082
10,3091,10,871.78,42.97944,-1.37094
10,3092,10,872.02,42.97947,-1.37105
11,3093,10,873.0,42.97964,-1.37162
11,3094,10,873.19,42.97967,-1.37174
11,3095,10,873.36,42.97969,-1.37186
11,3096,10,873.58,42.97972,-1.37197
11,3097,10,873.83,42.97975,-1.37208
11,3098,10,874.12,42.97979,-1.3722
11,3099,10,874.37,42.97982,-1.37231
11,3100,10,874.63,42.97985,-1.37243
11,3101,10,874.85,42.97987,-1.37254
11,3102,10,874.68,42.97979,-1.37258
11,3103,10,874.51,42.97972,-1.37266
11,3104,10,874.3,42.97965,-1.37273
11,3105,10,874.1,42.97958,-1.37281
11,3106,10,873.9,42.97951,-1.37289
11,3107,10,873.69,42.97944,-1.37296
11,3108,10,873.49,42.97937,-1.37303
11,3109,10,873.26,42.97929,-1.3731
11,3110,10,873.05,42.97922,-1.37317
11,3111,10,872.85,42.97915,-1.37324
11,3112,10,872.61,42.97907,-1.37331
11,3113,10,872.47,42.979,-1.37338
11,3114,10,872.41,42.97892,-1.37344
11,3115,10,872.44,42.97884,-1.3735
11,3116,10,872.61,42.97877,-1.37357
11,3117,10,872.9,42.97869,-1.37364
11,3118,10,873.28,42.97862,-1.37371
11,3119,10,873.83,42.97855,-1.37379
11,3120,10,874.74,42.97848,-1.37387
11,3121,10,875.92,42.97841,-1.37395
11,3122,10,877.24,42.97835,-1.37403
11,3123,10,878.75,42.97829,-1.37412
11,3124,10,880.29,42.97823,-1.37422
11,3125,10,881.66,42.97817,-1.37431
11,3126,10,882.98,42.97812,-1.37441
11,3127,10,884.3,42.97806,-1.37451
11,3128,10,885.4,42.97801,-1.3746
11,3129,10,886.55,42.97797,-1.37471
11,3130,10,887.72,42.97793,-1.37483
11,3131,10,888.76,42.97789,-1.37494
11,3132,10,889.7,42.97786,-1.37505
11,3133,10,890.7,42.97782,-1.37516
11,3134,10,891.86,42.97778,-1.37527
11,3135,10,892.97,42.97774,-1.37538
11,3136,10,893.99,42.9777,-1.37549
11,3137,10,894.93,42.97766,-1.3756
11,3138,10,895.81,42.97761,-1.3757
11,3139,10,896.6,42.97757,-1.37581
11,3140,10,897.35,42.97752,-1.37592
11,3141,10,897.94,42.97748,-1.37602
11,3142,10,898.73,42.97743,-1.37613
11,3143,10,899.48,42.97739,-1.37624
11,3144,10,900.13,42.97734,-1.37634
11,3145,10,900.76,42.9773,-1.37645
11,3146,10,901.28,42.97725,-1.37655
11,3147,10,901.79,42.97721,-1.37666
11,3148,10,902.24,42.97716,-1.37676
11,3149,10,903.2,42.97711,-1.37687
11,3150,10,904.26,42.97706,-1.37697
11,3151,10,905.22,42.97702,-1.37708
11,3152,10,906.16,42.97697,-1.37718
11,3153,10,907.04,42.97692,-1.37728
11,3154,10,907.82,42.97688,-1.37739
11,3155,10,908.76,42.97683,-1.3775
11,3156,10,909.51,42.97679,-1.3776
11,3157,10,910.27,42.97674,-1.37771
11,3158,10,910.88,42.9767,-1.37782
11,3159,10,911.38,42.97665,-1.37792
11,3160,10,911.8,42.9766,-1.37803
11,3161,10,912.13,42.97656,-1.37813
11,3162,10,912.5,42.97651,-1.37824
11,3163,10,912.74,42.97647,-1.37834
11,3164,10,913.32,42.97643,-1.37845
11,3165,10,914.11,42.97638,-1.37856
11,3166,10,914.75,42.97633,-1.37866
11,3167,10,915.26,42.97628,-1.37876
11,3168,10,916.13,42.97621,-1.37884
11,3169,10,917.03,42.97614,-1.37892
11,3170,10,917.77,42.97607,-1.37899
11,3171,10,918.39,42.97604,-1.3791
11,3172,10,918.99,42.97601,-1.37922
11,3173,10,919.5,42.97599,-1.37934
11,3174,10,919.96,42.97596,-1.37946
11,3175,10,921.08,42.97593,-1.37957
11,3176,10,922.36,42.9759,-1.37969
11,3177,10,923.62,42.97588,-1.37981
11,3178,10,924.73,42.97585,-1.37992
11,3179,10,925.93,42.97582,-1.38004
11,3180,10,927.13,42.9758,-1.38016
11,3181,10,928.8,42.97577,-1.38027
11,3182,10,931.05,42.97574,-1.38039
11,3183,10,933.29,42.97571,-1.38051
11,3184,10,935.36,42.97568,-1.38062
11,3185,10,937.57,42.97565,-1.38074
11,3186,10,939.53,42.97563,-1.38086
11,3187,10,940.59,42.9756,-1.38097
11,3188,10,941.62,42.97558,-1.38109
11,3189,10,942.73,42.97555,-1.38121
11,3190,10,943.64,42.97554,-1.38133
11,3191,10,944.63,42.97552,-1.38145
11,3192,10,945.0,42.97552,-1.38157
11,3193,10,944.24,42.97556,-1.38167
11,3194,10,943.42,42.97565,-1.3817
11,3195,10,942.64,42.97574,-1.38173
11,3196,10,942.44,42.97583,-1.38174
11,3197,10,942.45,42.97591,-1.38177
11,3198,10,942.5,42.976,-1.38179
11,3199,10,942.55,42.97609,-1.38182
11,3200,10,942.6,42.97617,-1.38186
11,3201,10,942.7,42.97626,-1.38189
11,3202,10,942.83,42.97635,-1.38192
11,3203,10,942.95,42.97643,-1.38197
11,3204,10,943.11,42.97648,-1.38205
11,3205,10,943.5,42.97657,-1.38208
11,3206,10,943.85,42.97665,-1.38213
11,3207,10,944.2,42.97673,-1.38219
11,3208,10,944.43,42.97681,-1.38224
11,3209,10,944.43,42.97688,-1.38231
11,3210,10,944.54,42.97696,-1.38238
11,3211,10,944.57,42.97702,-1.38246
11,3212,10,944.79,42.9771,-1.38254
11,3213,10,944.82,42.97716,-1.38261
11,3214,10,944.48,42.97723,-1.3827
11,3215,10,944.23,42.97729,-1.38279
11,3216,10,944.05,42.97736,-1.38287
11,3217,10,943.93,42.97742,-1.38295
11,3218,10,943.89,42.97748,-1.38304
11,3219,10,943.99,42.97755,-1.38313
11,3220,10,944.18,42.97761,-1.38321
11,3221,10,944.54,42.97769,-1.38328
11,3222,10,945.0,42.97777,-1.38334
11,3223,10,945.42,42.97784,-1.38341
11,3224,10,945.32,42.97791,-1.38349
11,3225,10,945.15,42.97799,-1.38355
11,3226,10,944.85,42.97807,-1.38361
11,3227,10,944.24,42.97814,-1.38368
11,3228,10,943.63,42.97822,-1.38375
11,3229,10,943.14,42.97829,-1.38381
11,3230,10,942.61,42.97837,-1.38388
11,3231,10,942.14,42.97844,-1.38396
11,3232,10,941.73,42.9785,-1.38404
11,3233,10,941.18,42.97857,-1.38412
11,3234,10,940.64,42.97864,-1.3842
11,3235,10,940.14,42.97871,-1.38428
11,3236,10,939.4,42.97877,-1.38437
11,3237,10,938.68,42.97883,-1.38446
11,3238,10,937.99,42.97889,-1.38455
11,3239,10,937.32,42.97895,-1.38464
11,3240,10,936.68,42.97901,-1.38473
11,3241,10,936.01,42.97907,-1.38483
11,3242,10,935.41,42.97913,-1.38492
11,3243,10,934.9,42.97919,-1.38501
11,3244,10,933.92,42.97925,-1.3851
11,3245,10,932.91,42.97931,-1.3852
11,3246,10,932.06,42.97937,-1.38529
11,3247,10,931.35,42.97943,-1.38538
11,3248,10,930.87,42.97948,-1.38547
11,3249,10,930.43,42.97954,-1.38557
11,3250,10,930.1,42.9796,-1.38566
11,3251,10,929.72,42.97966,-1.38576
11,3252,10,929.52,42.97971,-1.38586
11,3253,10,929.6,42.97972,-1.38598
11,3254,10,929.68,42.97974,-1.3861
11,3255,10,929.82,42.97976,-1.38622
11,3256,10,929.99,42.97978,-1.38634
11,3257,10,929.63,42.97981,-1.38645
11,3258,10,929.31,42.97985,-1.38656
11,3259,10,928.99,42.97988,-1.38668
11,3260,10,928.62,42.97992,-1.38679
11,3261,10,928.37,42.97998,-1.38687
11,3262,10,928.26,42.98004,-1.38697
11,3263,10,928.26,42.9801,-1.38705
11,3264,10,928.32,42.98017,-1.38714
11,3265,10,928.53,42.98024,-1.38721
11,3266,10,928.69,42.98027,-1.38731
11,3267,10,928.75,42.98027,-1.38744
11,3268,10,928.81,42.98027,-1.38756
11,3269,10,928.67,42.98025,-1.38768
11,3270,10,928.21,42.98023,-1.3878
11,3271,10,927.42,42.98019,-1.3879
11,3272,10,926.38,42.98014,-1.388
11,3273,10,925.06,42.98008,-1.3881
11,3274,10,923.65,42.98002,-1.38819
11,3275,10,922.09,42.97996,-1.38828
11,3276,10,920.4,42.9799,-1.38837
11,3277,10,919.04,42.97984,-1.38846
11,3278,10,917.78,42.97978,-1.38855
11,3279,10,916.51,42.97972,-1.38864
11,3280,10,915.27,42.97967,-1.38874
11,3281,10,914.06,42.97963,-1.38885
11,3282,10,912.75,42.97958,-1.38896
11,3283,10,911.62,42.97954,-1.38906
11,3284,10,910.34,42.9795,-1.38917
11,3285,10,909.02,42.97946,-1.38928
11,3286,10,907.58,42.97941,-1.38939
11,3287,10,906.22,42.97937,-1.3895
11,3288,10,904.85,42.97933,-1.38961
11,3289,10,903.45,42.97929,-1.38972
11,3290,10,902.24,42.97925,-1.38983
11,3291,10,901.25,42.97922,-1.38994
11,3292,10,900.13,42.97919,-1.39006
11,3293,10,899.01,42.97916,-1.39017
11,3294,10,897.59,42.97911,-1.39027
11,3295,10,895.93,42.97905,-1.39037
11,3296,10,894.4,42.979,-1.39047
11,3297,10,892.96,42.97895,-1.39057
11,3298,10,891.42,42.9789,-1.39067
11,3299,10,889.76,42.97885,-1.39077
11,3300,10,888.01,42.9788,-1.39087
11,3301,10,886.14,42.97875,-1.39097
11,3302,10,884.17,42.9787,-1.39107
11,3303,10,882.4,42.97866,-1.39119
11,3304,10,881.19,42.97863,-1.3913
11,3305,10,879.58,42.97859,-1.39141
11,3306,10,878.1,42.97856,-1.39153
11,3307,10,876.57,42.97853,-1.39164
11,3308,10,874.81,42.97849,-1.39175
11,3309,10,873.91,42.97846,-1.39187
11,3310,10,873.43,42.97841,-1.39197
11,3311,10,873.19,42.97837,-1.39208
11,3312,10,872.49,42.97832,-1.39219
11,3313,10,871.9,42.97828,-1.39229
11,3314,10,870.84,42.97823,-1.39239
11,3315,10,869.69,42.97818,-1.3925
11,3316,10,869.32,42.97814,-1.3926
11,3317,10,868.72,42.97809,-1.39271
11,3318,10,868.4,42.97805,-1.39282
11,3319,10,867.48,42.978,-1.39292
11,3320,10,866.96,42.97796,-1.39303
11,3321,10,867.32,42.97794,-1.39315
11,3322,10,867.3,42.97792,-1.39327
11,3323,10,866.06,42.97788,-1.39338
11,3324,10,866.16,42.97787,-1.3935
11,3325,10,865.33,42.97784,-1.39362
11,3326,10,865.39,42.97783,-1.39374
11,3327,10,865.29,42.97781,-1.39386
11,3328,10,864.97,42.9778,-1.39398
11,3329,10,864.15,42.97778,-1.3941
11,3330,10,863.63,42.97777,-1.39422
11,3331,10,863.1,42.97776,-1.39434
11,3332,10,862.89,42.97776,-1.39446
11,3333,10,862.63,42.97776,-1.39459
11,3334,10,862.09,42.97776,-1.39471
11,3335,10,861.55,42.97776,-1.39483
11,3336,10,861.35,42.97777,-1.39495
11,3337,10,860.76,42.97777,-1.39508
11,3338,10,860.22,42.97777,-1.3952
11,3339,10,859.42,42.97776,-1.39532
11,3340,10,857.99,42.97773,-1.39544
11,3341,10,857.62,42.97773,-1.39556
11,3342,10,857.24,42.97773,-1.39568
11,3343,10,855.78,42.9777,-1.3958
11,3344,10,854.34,42.97767,-1.39591
11,3345,10,853.02,42.97764,-1.39603
11,3346,10,851.48,42.9776,-1.39614
11,3347,10,850.35,42.97757,-1.39626
11,3348,10,848.3,42.97751,-1.39635
11,3349,10,847.0,42.97747,-1.39645
11,3350,10,845.76,42.97743,-1.39656
11,3351,10,844.04,42.97738,-1.39667
11,3352,10,841.93,42.97733,-1.39677
11,3353,10,840.2,42.97729,-1.39688
11,3354,10,839.06,42.97727,-1.397
11,3355,10,838.0,42.97725,-1.39712
11,3356,10,837.43,42.97725,-1.39724
11,3357,10,836.63,42.97725,-1.39736
11,3358,10,836.19,42.97729,-1.39746
11,3359,10,836.0,42.97735,-1.39756
11,3360,10,835.81,42.97741,-1.39765
11,3361,10,835.65,42.97747,-1.39773
11,3362,10,834.55,42.9775,-1.39784
11,3363,10,832.75,42.97749,-1.39796
11,3364,10,831.67,42.97748,-1.39807
11,3365,10,831.37,42.9775,-1.39819
11,3366,10,831.09,42.97752,-1.3983
11,3367,10,831.14,42.97757,-1.3984
11,3368,10,830.18,42.97751,-1.39848
11,3369,10,829.37,42.97743,-1.39849
11,3370,10,828.5,42.97734,-1.39849
11,3371,10,827.71,42.97725,-1.39847
11,3372,10,826.98,42.97716,-1.39842
11,3373,10,826.16,42.97708,-1.3984
11,3374,10,825.17,42.97699,-1.39839
11,3375,10,824.13,42.9769,-1.39841
11,3376,10,823.22,42.97682,-1.39847
11,3377,10,822.51,42.97675,-1.39854
11,3378,10,822.28,42.97672,-1.39865
11,3379,10,821.51,42.97663,-1.39869
11,3380,10,820.73,42.97655,-1.39865
11,3381,10,819.97,42.97647,-1.39864
11,3382,10,819.65,42.9764,-1.39871
11,3383,10,820.01,42.97633,-1.3988
11,3384,10,820.39,42.97627,-1.39888
11,3385,10,821.03,42.97621,-1.39898
11,3386,10,821.69,42.97616,-1.39907
11,3387,10,822.43,42.9761,-1.39917
11,3388,10,823.16,42.97605,-1.39926
11,3389,10,823.82,42.97598,-1.39935
11,3390,10,824.38,42.97591,-1.39943
11,3391,10,824.97,42.97585,-1.39951
11,3392,10,825.47,42.97578,-1.39959
11,3393,10,825.43,42.97571,-1.39967
11,3394,10,825.3,42.97564,-1.39975
11,3395,10,825.08,42.97557,-1.39982
11,3396,10,825.0,42.9755,-1.3999
11,3397,10,825.22,42.97544,-1.39999
11,3398,10,825.19,42.97537,-1.40007
11,3399,10,825.09,42.9753,-1.40014
11,3400,10,825.33,42.97523,-1.40023
11,3401,10,826.04,42.97518,-1.40033
11,3402,10,826.56,42.97512,-1.40042
11,3403,10,826.88,42.97506,-1.4005
11,3404,10,827.09,42.97499,-1.40059
11,3405,10,827.4,42.97493,-1.40067
11,3406,10,827.34,42.97485,-1.40074
11,3407,10,827.24,42.97478,-1.40082
11,3408,10,827.18,42.97472,-1.4009
11,3409,10,826.98,42.97465,-1.40098
11,3410,10,826.53,42.97457,-1.40105
11,3411,10,826.22,42.9745,-1.40112
11,3412,10,825.67,42.97442,-1.40118
11,3413,10,825.39,42.97435,-1.40125
11,3414,10,825.03,42.97427,-1.40132
11,3415,10,824.95,42.9742,-1.4014
11,3416,10,824.61,42.97414,-1.40148
11,3417,10,823.75,42.97408,-1.40158
11,3418,10,823.05,42.97403,-1.40167
11,3419,10,822.24,42.97397,-1.40177
11,3420,10,821.69,42.97393,-1.40188
11,3421,10,821.28,42.9739,-1.40199
11,3422,10,820.65,42.97385,-1.40209
11,3423,10,819.83,42.97382,-1.40221
11,3424,10,818.72,42.97378,-1.40232
11,3425,10,817.61,42.97374,-1.40243
11,3426,10,816.3,42.97368,-1.40252
11,3427,10,814.91,42.97362,-1.40261
11,3428,10,813.42,42.97355,-1.40269
11,3429,10,812.02,42.97349,-1.40278
11,3430,10,810.47,42.97342,-1.40287
11,3431,10,809.14,42.97336,-1.40295
11,3432,10,807.67,42.97329,-1.40304
11,3433,10,806.43,42.97323,-1.40312
11,3434,10,805.18,42.97317,-1.40321
11,3435,10,803.91,42.9731,-1.40329
11,3436,10,802.78,42.97305,-1.4034
11,3437,10,801.69,42.973,-1.4035
11,3438,10,800.35,42.97295,-1.40359
11,3439,10,798.87,42.97289,-1.40369
11,3440,10,797.52,42.97283,-1.40378
11,3441,10,796.19,42.97277,-1.40388
11,3442,10,794.97,42.9727,-1.40395
11,3443,10,793.75,42.97262,-1.40401
11,3444,10,792.63,42.97254,-1.40406
11,3445,10,791.56,42.97245,-1.40408
11,3446,10,790.6,42.97237,-1.40411
11,3447,10,789.37,42.97228,-1.40412
11,3448,10,788.06,42.97219,-1.40411
11,3449,10,786.74,42.9721,-1.4041
11,3450,10,785.41,42.97201,-1.40409
11,3451,10,784.16,42.97193,-1.40413
11,3452,10,782.87,42.97187,-1.40422
11,3453,10,781.2,42.97185,-1.40434
11,3454,10,779.57,42.97183,-1.40446
11,3455,10,777.97,42.97181,-1.40458
11,3456,10,776.4,42.97179,-1.4047
11,3457,10,774.85,42.97177,-1.40482
11,3458,10,773.16,42.97175,-1.40494
11,3459,10,771.51,42.97172,-1.40504
11,3460,10,770.02,42.97163,-1.40509
11,3461,10,768.98,42.97155,-1.40511
11,3462,10,767.88,42.97146,-1.40513
11,3463,10,767.03,42.97137,-1.40513
11,3464,10,765.76,42.97129,-1.40518
11,3465,10,764.37,42.97122,-1.40526
11,3466,10,763.07,42.97115,-1.40534
11,3467,10,761.86,42.97109,-1.40543
11,3468,10,760.73,42.97103,-1.40552
11,3469,10,759.7,42.97097,-1.40561
11,3470,10,758.76,42.97091,-1.4057
11,3471,10,757.91,42.97085,-1.40579
11,3472,10,757.15,42.97079,-1.40588
11,3473,10,756.53,42.97077,-1.40598
11,3474,10,756.03,42.97082,-1.40608
11,3475,10,755.38,42.97086,-1.40619
11,3476,10,755.13,42.97088,-1.4063
11,3477,10,755.45,42.97088,-1.40643
11,3478,10,755.71,42.97089,-1.40655
11,3479,10,755.89,42.97091,-1.40667
11,3480,10,756.22,42.9709,-1.40679
11,3481,10,756.38,42.97091,-1.4069
11,3482,10,756.96,42.97094,-1.40702
11,3483,10,757.57,42.97099,-1.40712
11,3484,10,758.06,42.97106,-1.40719
11,3485,10,758.46,42.97114,-1.40726
11,3486,10,759.04,42.97118,-1.40735
11,3487,10,759.82,42.97121,-1.40747
11,3488,10,760.44,42.97125,-1.40758
11,3489,10,761.24,42.97129,-1.40769
11,3490,10,762.42,42.9713,-1.40781
11,3491,10,763.64,42.9713,-1.40793
11,3492,10,764.87,42.97126,-1.40804
11,3493,10,766.03,42.97123,-1.40815
11,3494,10,767.18,42.97119,-1.40826
11,3495,10,767.87,42.97115,-1.40837
11,3496,10,768.1,42.97111,-1.40848
11,3497,10,768.26,42.97108,-1.4086
11,3498,10,768.32,42.97105,-1.40871
11,3499,10,768.3,42.97102,-1.40883
11,3500,10,768.25,42.971,-1.40894
11,3501,10,768.51,42.97098,-1.40906
11,3502,10,769.09,42.97096,-1.40918
11,3503,10,769.96,42.97094,-1.4093
11,3504,10,770.76,42.97092,-1.40942
11,3505,10,771.48,42.9709,-1.40954
11,3506,10,772.13,42.97088,-1.40966
11,3507,10,772.75,42.97084,-1.40977
11,3508,10,773.31,42.97081,-1.40989
11,3509,10,773.72,42.97076,-1.40999
11,3510,10,774.02,42.97071,-1.41009
11,3511,10,774.23,42.97066,-1.4102
11,3512,10,774.31,42.97061,-1.4103
11,3513,10,774.56,42.97058,-1.41041
11,3514,10,774.93,42.97053,-1.41052
11,3515,10,775.31,42.97049,-1.41063
11,3516,10,775.6,42.97045,-1.41073
11,3517,10,775.84,42.9704,-1.41084
11,3518,10,776.11,42.97036,-1.41095
11,3519,10,776.42,42.97033,-1.41106
11,3520,10,777.07,42.9703,-1.41118
11,3521,10,777.8,42.97028,-1.4113
11,3522,10,778.7,42.97026,-1.41142
11,3523,10,779.64,42.97024,-1.41154
11,3524,10,780.57,42.97022,-1.41166
11,3525,10,781.42,42.9702,-1.41178
11,3526,10,782.08,42.9702,-1.4119
11,3527,10,782.74,42.9702,-1.41202
11,3528,10,783.39,42.97021,-1.41214
11,3529,10,784.11,42.97021,-1.41227
11,3530,10,784.78,42.97021,-1.41239
11,3531,10,784.97,42.9702,-1.41251
11,3532,10,784.94,42.9702,-1.41263
11,3533,10,784.89,42.9702,-1.41276
11,3534,10,784.8,42.97017,-1.41287
11,3535,10,784.68,42.97014,-1.41298
11,3536,10,784.51,42.9701,-1.41309
11,3537,10,784.41,42.97007,-1.41321
11,3538,10,784.3,42.97004,-1.41332
11,3539,10,784.2,42.97002,-1.41344
11,3540,10,784.18,42.97002,-1.41357
11,3541,10,784.22,42.97003,-1.41369
11,3542,10,784.14,42.97002,-1.41381
11,3543,10,783.87,42.96998,-1.41392
11,3544,10,783.48,42.96993,-1.41402
11,3545,10,783.13,42.96989,-1.41413
11,3546,10,782.66,42.96984,-1.41423
11,3547,10,782.05,42.96978,-1.41433
11,3548,10,781.77,42.96976,-1.41445
11,3549,10,781.34,42.96973,-1.41457
11,3550,10,781.0,42.96971,-1.41468
11,3551,10,780.53,42.96968,-1.4148
11,3552,10,780.06,42.96965,-1.41491
11,3553,10,779.68,42.96963,-1.41503
11,3554,10,778.91,42.96957,-1.41512
11,3555,10,778.4,42.96951,-1.41521
11,3556,10,778.64,42.9695,-1.41533
11,3557,10,778.54,42.96946,-1.41543
11,3558,10,778.45,42.96942,-1.41554
11,3559,10,778.24,42.96937,-1.41565
11,3560,10,778.11,42.96933,-1.41576
11,3561,10,777.99,42.96929,-1.41587
11,3562,10,778.16,42.96925,-1.41597
11,3563,10,778.58,42.96922,-1.41609
11,3564,10,779.12,42.9692,-1.41621
11,3565,10,779.6,42.96917,-1.41633
11,3566,10,780.04,42.96914,-1.41644
11,3567,10,780.64,42.96912,-1.41656
11,3568,10,780.83,42.96907,-1.41667
11,3569,10,780.88,42.96902,-1.41676
11,3570,10,780.67,42.96895,-1.41684
11,3571,10,780.46,42.96887,-1.4169
11,3572,10,780.38,42.96878,-1.41693
11,3573,10,780.32,42.9687,-1.41696
11,3574,10,780.15,42.96861,-1.41697
11,3575,10,779.94,42.96852,-1.41697
11,3576,10,779.76,42.96843,-1.41698
11,3577,10,779.64,42.96834,-1.41701
11,3578,10,779.6,42.96826,-1.41706
11,3579,10,779.84,42.96818,-1.41711
11,3580,10,780.48,42.96811,-1.41719
11,3581,10,781.0,42.96804,-1.41727
11,3582,10,781.26,42.96798,-1.41735
11,3583,10,781.52,42.96791,-1.41744
11,3584,10,781.68,42.96785,-1.41753
12,3585,10,781.84,42.96771,-1.41775
12,3586,10,781.74,42.96767,-1.41786
12,3587,10,781.62,42.96761,-1.41796
12,3588,10,781.62,42.96753,-1.41801
12,3589,10,781.4,42.96745,-1.41806
12,3590,10,781.14,42.96737,-1.41812
12,3591,10,780.75,42.96731,-1.41821
12,3592,10,780.31,42.96729,-1.41831
12,3593,10,779.92,42.96736,-1.4184
12,3594,10,779.52,42.96742,-1.41849
12,3595,10,779.13,42.96748,-1.41858
12,3596,10,778.65,42.96753,-1.41867
12,3597,10,777.89,42.96753,-1.4188
12,3598,10,777.19,42.96753,-1.41892
12,3599,10,776.49,42.96753,-1.41904
12,3600,10,775.8,42.96753,-1.41916
12,3601,10,775.02,42.96752,-1.41929
12,3602,10,774.3,42.96751,-1.41941
12,3603,10,773.58,42.9675,-1.41953
12,3604,10,772.85,42.96749,-1.41965
12,3605,10,772.12,42.96748,-1.41977
12,3606,10,771.35,42.96748,-1.4199
12,3607,10,770.89,42.96747,-1.42002
12,3608,10,771.1,42.96748,-1.42014
12,3609,10,771.29,42.96748,-1.42026
12,3610,10,771.51,42.96749,-1.42039
12,3611,10,771.72,42.9675,-1.42051
12,3612,10,771.91,42.96751,-1.42063
12,3613,10,772.57,42.96752,-1.42075
12,3614,10,773.44,42.96752,-1.42087
12,3615,10,774.31,42.96752,-1.42099
12,3616,10,775.29,42.96753,-1.42112
12,3617,10,776.16,42.96753,-1.42124
12,3618,10,777.03,42.96753,-1.42136
12,3619,10,777.87,42.96752,-1.42148
12,3620,10,778.78,42.96751,-1.42161
12,3621,10,779.61,42.9675,-1.42173
12,3622,10,780.44,42.96749,-1.42185
12,3623,10,781.3,42.96749,-1.42197
12,3624,10,782.0,42.96748,-1.42209
12,3625,10,782.54,42.96747,-1.42222
12,3626,10,782.92,42.96744,-1.42233
12,3627,10,783.36,42.96741,-1.42245
12,3628,10,783.85,42.96739,-1.42257
12,3629,10,784.32,42.96736,-1.42269
12,3630,10,784.74,42.96736,-1.42281
12,3631,10,785.09,42.96736,-1.42293
12,3632,10,785.43,42.96735,-1.42305
12,3633,10,785.82,42.96735,-1.42318
12,3634,10,786.2,42.96734,-1.4233
12,3635,10,786.57,42.96733,-1.42342
12,3636,10,786.32,42.96731,-1.42354
12,3637,10,786.08,42.9673,-1.42366
12,3638,10,785.87,42.96729,-1.42378
12,3639,10,785.8,42.96727,-1.4239
12,3640,10,785.68,42.96726,-1.42402
12,3641,10,785.61,42.96724,-1.42414
12,3642,10,785.12,42.96723,-1.42427
12,3643,10,785.21,42.96718,-1.42437
12,3644,10,785.23,42.96713,-1.42447
12,3645,10,785.35,42.96707,-1.42456
12,3646,10,785.25,42.96702,-1.42466
12,3647,10,785.08,42.96697,-1.42476
12,3648,10,784.75,42.96691,-1.42485
12,3649,10,783.71,42.96687,-1.42497
12,3650,10,782.84,42.96683,-1.42508
12,3651,10,782.3,42.96679,-1.42519
12,3652,10,781.59,42.96676,-1.4253
12,3653,10,781.07,42.96672,-1.42541
12,3654,10,780.9,42.96667,-1.42551
12,3655,10,780.43,42.96663,-1.42562
12,3656,10,779.92,42.96659,-1.42573
12,3657,10,779.38,42.96655,-1.42584
12,3658,10,778.8,42.96651,-1.42595
12,3659,10,778.18,42.96647,-1.42606
12,3660,10,777.54,42.96643,-1.42617
12,3661,10,777.27,42.96638,-1.42628
12,3662,10,776.76,42.96634,-1.42639
12,3663,10,776.28,42.9663,-1.42649
12,3664,10,775.63,42.96626,-1.4266
12,3665,10,774.78,42.96622,-1.42672
12,3666,10,773.87,42.96619,-1.42683
12,3667,10,773.17,42.96616,-1.42694
12,3668,10,772.79,42.96612,-1.42706
12,3669,10,772.31,42.96609,-1.42717
12,3670,10,771.95,42.96605,-1.42728
12,3671,10,771.29,42.96602,-1.4274
12,3672,10,770.82,42.96598,-1.42751
12,3673,10,770.22,42.96595,-1.42762
12,3674,10,769.64,42.96591,-1.42773
12,3675,10,768.72,42.96588,-1.42785
12,3676,10,767.86,42.96584,-1.42796
12,3677,10,766.85,42.9658,-1.42807
12,3678,10,765.69,42.96576,-1.42818
12,3679,10,764.57,42.96572,-1.42829
12,3680,10,763.46,42.96568,-1.4284
12,3681,10,762.26,42.9657,-1.42851
12,3682,10,761.37,42.96576,-1.4286
12,3683,10,760.7,42.96583,-1.42868
12,3684,10,760.13,42.96589,-1.42876
12,3685,10,759.5,42.96593,-1.42885
12,3686,10,758.61,42.96589,-1.42897
12,3687,10,757.97,42.96585,-1.42908
12,3688,10,757.3,42.96581,-1.42918
12,3689,10,756.51,42.96577,-1.42929
12,3690,10,755.65,42.96573,-1.4294
12,3691,10,754.71,42.96569,-1.42951
12,3692,10,753.69,42.96564,-1.42962
12,3693,10,753.02,42.9656,-1.42973
12,3694,10,752.42,42.96557,-1.42984
12,3695,10,751.68,42.96553,-1.42995
12,3696,10,750.99,42.9655,-1.43007
12,3697,10,750.4,42.96548,-1.43019
12,3698,10,749.99,42.96546,-1.4303
12,3699,10,749.8,42.96544,-1.43042
12,3700,10,749.56,42.96542,-1.43054
