ID,albergueName,original,updated,reason
5649,Gîte Bidean,,,Opening period is empty
5651,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5653,Gîte d'étape Ultreia,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5655,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5656,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5657,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5658,Gîte La Coquille Napoléon,,,Opening period is empty
5659,Gîte d'étape Zuharpeta,,,Opening period is empty
5660,Gîte Bidean,,,Opening period is empty
5662,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5664,Gîte d'étape Ultreia,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5666,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5667,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5668,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5669,Gîte La Coquille Napoléon,,,Opening period is empty
5670,Gîte d'étape Zuharpeta,,,Opening period is empty
5671,Gîte Bidean,,,Opening period is empty
5673,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5675,Gîte d'étape Ultreia,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5677,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5678,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5679,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5680,Gîte La Coquille Napoléon,,,Opening period is empty
5681,Gîte d'étape Zuharpeta,,,Opening period is empty
5682,Gîte Bidean,15:00 a 22:30,15:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5683,Ospitalia Refuge Municipal,14:00 (16:00 en invierno) a 20:30 (22:30 sábados y domingos),14:00 (16:00 in winter) to 20:30 (22:30 on Saturdays and Sundays),Contains times rather than an annual opening season; time meaning not inferred
5684,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5686,Gîte d'étape Ultreia,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5688,Gîte Izaxulo,,,Opening period is empty
5689,Gîte Compostelle,,,Opening period is empty
5690,Ospitalia Refuge Municipal,14:00 (16:00 en invierno) a 20:30 (22:30 sábados y domingos),14:00 (16:00 in winter) to 20:30 (22:30 on Saturdays and Sundays),Contains times rather than an annual opening season; time meaning not inferred
5691,Ospitalia Refuge Municipal,14:00 (16:00 en invierno) a 20:30 (22:30 sábados y domingos),14:00 (16:00 in winter) to 20:30 (22:30 on Saturdays and Sundays),Contains times rather than an annual opening season; time meaning not inferred
5692,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5693,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5696,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5697,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5700,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5701,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5702,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5704,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5705,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5708,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5709,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5710,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5712,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5713,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5716,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5717,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5718,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5720,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5721,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5724,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5725,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5726,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5728,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5729,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5732,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5733,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5734,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5736,Refuge Accueil Paroissial Kaserna,15:00 a 19:00,15:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5737,Gîte d'étape Beilari,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5740,Gîte Izaxulo,22:30,22:30,Contains times rather than an annual opening season; time meaning not inferred
5741,Gîte Le Lièvre et La Tortue,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5742,Gîte Compostelle,14:00 a 22:30,14:00 to 22:30,Contains times rather than an annual opening season; time meaning not inferred
5746,Albergue Irugoienea,22:00,22:00,Contains times rather than an annual opening season; time meaning not inferred
5747,Albergue-Hostal Haizea,16:00,16:00,Contains times rather than an annual opening season; time meaning not inferred
5749,Albergue-Pensión Zaldiko,11:30 a 18:30,11:30 to 18:30,Contains times rather than an annual opening season; time meaning not inferred
5751,Albergue Suseia,13:00 a 19:00,13:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5752,Albergue Río Arga Ibaia,"Sí, recomendada en temporada baja","Opening period not recorded. Source note: ""Yes, recommended in low season"" (appears to refer to reservations).",Source content does not describe an opening period
5755,Albergue-Pensión Zaldiko,11:30 a 18:30,11:30 to 18:30,Contains times rather than an annual opening season; time meaning not inferred
5757,Albergue Suseia,13:00 a 19:00,13:00 to 19:00,Contains times rather than an annual opening season; time meaning not inferred
5758,Albergue Río Arga Ibaia,"Sí, recomendada en temporada baja","Opening period not recorded. Source note: ""Yes, recommended in low season"" (appears to refer to reservations).",Source content does not describe an opening period
